id,target_type,target_name,check_type,sql_or_command,expected_result,severity
1620,table_or_view,public.notifications,unique_constraint_check,Heuristic/targeted check on notifications: unique_constraint_check,unique_constraint_check should pass for notifications,P1
1621,table_or_view,public.notifications,not_null_required_fields,Heuristic/targeted check on notifications: not_null_required_fields,not_null_required_fields should pass for notifications,P1
1622,table_or_view,public.notifications,default_values_sanity,Heuristic/targeted check on notifications: default_values_sanity,default_values_sanity should pass for notifications,P2
1623,table_or_view,public.notifications,rls_enabled,Verify notifications has RLS enabled in policy inventory/migrations.,notifications should have RLS explicitly configured as intended,P0
1624,table_or_view,public.notifications,rls_select_owner_scope,Heuristic/targeted check on notifications: rls_select_owner_scope,rls_select_owner_scope should pass for notifications,P0
1625,table_or_view,public.notifications,rls_insert_owner_scope,Heuristic/targeted check on notifications: rls_insert_owner_scope,rls_insert_owner_scope should pass for notifications,P0
1626,table_or_view,public.notifications,rls_update_owner_scope,Heuristic/targeted check on notifications: rls_update_owner_scope,rls_update_owner_scope should pass for notifications,P0
1627,table_or_view,public.notifications,rls_delete_owner_scope,Heuristic/targeted check on notifications: rls_delete_owner_scope,rls_delete_owner_scope should pass for notifications,P1
1628,table_or_view,public.notifications,rls_admin_bypass_expected,Heuristic/targeted check on notifications: rls_admin_bypass_expected,rls_admin_bypass_expected should pass for notifications,P1
1629,table_or_view,public.notifications,rls_recursion_risk_scan,Heuristic/targeted check on notifications: rls_recursion_risk_scan,rls_recursion_risk_scan should pass for notifications,P0
1630,table_or_view,public.notifications,api_select_endpoint_ok,GET /rest/v1/notifications?select=*&limit=1 with role JWT.,api_select_endpoint_ok should pass for notifications,P1
1631,table_or_view,public.notifications,api_insert_endpoint_ok,POST /rest/v1/notifications (sandbox payload) and expect policy-appropriate result.,api_insert_endpoint_ok should pass for notifications,P1
1632,table_or_view,public.notifications,api_update_endpoint_ok,Heuristic/targeted check on notifications: api_update_endpoint_ok,api_update_endpoint_ok should pass for notifications,P1
1633,table_or_view,public.notifications,api_delete_endpoint_guarded,Heuristic/targeted check on notifications: api_delete_endpoint_guarded,api_delete_endpoint_guarded should pass for notifications,P1
1634,table_or_view,public.notifications,api_payload_shape_validation,Heuristic/targeted check on notifications: api_payload_shape_validation,api_payload_shape_validation should pass for notifications,P1
1635,table_or_view,public.notifications,ui_widget_source_mapping,Heuristic/targeted check on notifications: ui_widget_source_mapping,ui_widget_source_mapping should pass for notifications,P1
1636,table_or_view,public.notifications,ui_widget_empty_state_sanity,Heuristic/targeted check on notifications: ui_widget_empty_state_sanity,ui_widget_empty_state_sanity should pass for notifications,P2
1637,table_or_view,public.notifications,dashboard_role_visibility,Heuristic/targeted check on notifications: dashboard_role_visibility,dashboard_role_visibility should pass for notifications,P0
1638,table_or_view,public.notifications,dashboard_cross_role_data_leak,Heuristic/targeted check on notifications: dashboard_cross_role_data_leak,dashboard_cross_role_data_leak should pass for notifications,P0
1639,table_or_view,public.notifications,pagination_support,Heuristic/targeted check on notifications: pagination_support,pagination_support should pass for notifications,P2
1640,table_or_view,public.notifications,sorting_support,Heuristic/targeted check on notifications: sorting_support,sorting_support should pass for notifications,P2
1641,table_or_view,public.notifications,filtering_support,Heuristic/targeted check on notifications: filtering_support,filtering_support should pass for notifications,P2
1642,table_or_view,public.notifications,count_query_support,Heuristic/targeted check on notifications: count_query_support,count_query_support should pass for notifications,P2
1643,table_or_view,public.notifications,data_freshness_timestamp,Heuristic/targeted check on notifications: data_freshness_timestamp,data_freshness_timestamp should pass for notifications,P2
1644,table_or_view,public.notifications,created_at_presence,Heuristic/targeted check on notifications: created_at_presence,created_at_presence should pass for notifications,P1
1645,table_or_view,public.notifications,updated_at_presence,Heuristic/targeted check on notifications: updated_at_presence,updated_at_presence should pass for notifications,P1
1646,table_or_view,public.notifications,timezone_consistency,Heuristic/targeted check on notifications: timezone_consistency,timezone_consistency should pass for notifications,P2
1647,table_or_view,public.notifications,currency_precision_numeric,Heuristic/targeted check on notifications: currency_precision_numeric,currency_precision_numeric should pass for notifications,P1
1648,table_or_view,public.notifications,negative_amount_guard,Heuristic/targeted check on notifications: negative_amount_guard,negative_amount_guard should pass for notifications,P1
1649,table_or_view,public.notifications,status_enum_validity,Heuristic/targeted check on notifications: status_enum_validity,status_enum_validity should pass for notifications,P1
1650,table_or_view,public.notifications,null_rate_critical_fields,Heuristic/targeted check on notifications: null_rate_critical_fields,null_rate_critical_fields should pass for notifications,P2
1651,table_or_view,public.notifications,duplicate_business_key_scan,Heuristic/targeted check on notifications: duplicate_business_key_scan,duplicate_business_key_scan should pass for notifications,P1
1652,table_or_view,public.notifications,sensitive_data_exposure_scan,Heuristic/targeted check on notifications: sensitive_data_exposure_scan,sensitive_data_exposure_scan should pass for notifications,P0
1653,table_or_view,public.notifications,audit_log_coverage,Heuristic/targeted check on notifications: audit_log_coverage,audit_log_coverage should pass for notifications,P1
1654,table_or_view,public.notifications,trigger_presence_expected,Heuristic/targeted check on notifications: trigger_presence_expected,trigger_presence_expected should pass for notifications,P1
1655,table_or_view,public.notifications,trigger_side_effect_sanity,Heuristic/targeted check on notifications: trigger_side_effect_sanity,trigger_side_effect_sanity should pass for notifications,P1
1656,table_or_view,public.notifications,function_dependency_validity,Heuristic/targeted check on notifications: function_dependency_validity,function_dependency_validity should pass for notifications,P1
1657,table_or_view,public.notifications,migration_history_alignment,Heuristic/targeted check on notifications: migration_history_alignment,migration_history_alignment should pass for notifications,P1
1658,table_or_view,public.notifications,backup_readiness_signal,Heuristic/targeted check on notifications: backup_readiness_signal,backup_readiness_signal should pass for notifications,P2
1659,table_or_view,public.notifications,restore_simulation_plan,Heuristic/targeted check on notifications: restore_simulation_plan,restore_simulation_plan should pass for notifications,P2
1660,table_or_view,public.notifications,webhook_idempotency_key,Verify unique provider reference index for notifications where applicable.,webhook_idempotency_key should pass for notifications,P0
1661,table_or_view,public.notifications,webhook_signature_verification,Heuristic/targeted check on notifications: webhook_signature_verification,webhook_signature_verification should pass for notifications,P0
1662,table_or_view,public.notifications,webhook_replay_no_duplicate_effect,Heuristic/targeted check on notifications: webhook_replay_no_duplicate_effect,webhook_replay_no_duplicate_effect should pass for notifications,P0
1663,table_or_view,public.notifications,provider_reference_uniqueness,Heuristic/targeted check on notifications: provider_reference_uniqueness,provider_reference_uniqueness should pass for notifications,P0
1664,table_or_view,public.notifications,payment_state_machine_validity,Heuristic/targeted check on notifications: payment_state_machine_validity,payment_state_machine_validity should pass for notifications,P0
1665,table_or_view,public.notifications,commission_calculation_consistency,Heuristic/targeted check on notifications: commission_calculation_consistency,commission_calculation_consistency should pass for notifications,P1
1666,table_or_view,public.notifications,payout_state_machine_validity,Heuristic/targeted check on notifications: payout_state_machine_validity,payout_state_machine_validity should pass for notifications,P1
1667,table_or_view,public.notifications,invoice_delivery_pipeline,Heuristic/targeted check on notifications: invoice_delivery_pipeline,invoice_delivery_pipeline should pass for notifications,P1
1668,table_or_view,public.notifications,notification_insert_compatibility,Heuristic/targeted check on notifications: notification_insert_compatibility,notification_insert_compatibility should pass for notifications,P1
1669,table_or_view,public.notifications,realtime_channel_mapping,Heuristic/targeted check on notifications: realtime_channel_mapping,realtime_channel_mapping should pass for notifications,P2
1670,table_or_view,public.notifications,storage_acl_scope,Heuristic/targeted check on notifications: storage_acl_scope,storage_acl_scope should pass for notifications,P1
1671,table_or_view,public.notifications,avatar_upload_constraints,Heuristic/targeted check on notifications: avatar_upload_constraints,avatar_upload_constraints should pass for notifications,P2
1672,table_or_view,public.notifications,google_avatar_sync,Heuristic/targeted check on notifications: google_avatar_sync,google_avatar_sync should pass for notifications,P2
1673,table_or_view,public.notifications,oauth_role_routing,Heuristic/targeted check on notifications: oauth_role_routing,oauth_role_routing should pass for notifications,P0
1674,table_or_view,public.notifications,password_login_role_routing,Heuristic/targeted check on notifications: password_login_role_routing,password_login_role_routing should pass for notifications,P0
1675,table_or_view,public.notifications,session_expiry_recovery,Heuristic/targeted check on notifications: session_expiry_recovery,session_expiry_recovery should pass for notifications,P1
1676,table_or_view,public.notifications,failed_fetch_error_surface,Heuristic/targeted check on notifications: failed_fetch_error_surface,failed_fetch_error_surface should pass for notifications,P1
1677,table_or_view,public.notifications,mobile_layout_data_endpoint_stability,Heuristic/targeted check on notifications: mobile_layout_data_endpoint_stability,mobile_layout_data_endpoint_stability should pass for notifications,P2
1678,table_or_view,public.notifications,csv_export_source_integrity,Heuristic/targeted check on notifications: csv_export_source_integrity,csv_export_source_integrity should pass for notifications,P2
1679,table_or_view,public.notifications,search_query_performance_baseline,Heuristic/targeted check on notifications: search_query_performance_baseline,search_query_performance_baseline should pass for notifications,P2
1680,table_or_view,public.notifications,n_plus_one_query_risk,Heuristic/targeted check on notifications: n_plus_one_query_risk,n_plus_one_query_risk should pass for notifications,P2
1681,table_or_view,public.notifications,deadlock_risk_heuristic,Heuristic/targeted check on notifications: deadlock_risk_heuristic,deadlock_risk_heuristic should pass for notifications,P2
1682,table_or_view,public.notifications,race_condition_risk_heuristic,Heuristic/targeted check on notifications: race_condition_risk_heuristic,race_condition_risk_heuristic should pass for notifications,P1
1683,table_or_view,public.notifications,transaction_atomicity_required_paths,Heuristic/targeted check on notifications: transaction_atomicity_required_paths,transaction_atomicity_required_paths should pass for notifications,P0
1684,table_or_view,public.notifications,service_role_leak_scan,Heuristic/targeted check on notifications: service_role_leak_scan,service_role_leak_scan should pass for notifications,P0
1685,table_or_view,public.notifications,anon_role_capability_boundary,Heuristic/targeted check on notifications: anon_role_capability_boundary,anon_role_capability_boundary should pass for notifications,P0
1686,table_or_view,public.notifications,admin_godmode_boundary,Heuristic/targeted check on notifications: admin_godmode_boundary,admin_godmode_boundary should pass for notifications,P1
1687,table_or_view,public.notifications,soft_delete_behavior_check,Heuristic/targeted check on notifications: soft_delete_behavior_check,soft_delete_behavior_check should pass for notifications,P2
1688,table_or_view,public.notifications,hard_delete_guardrails,Heuristic/targeted check on notifications: hard_delete_guardrails,hard_delete_guardrails should pass for notifications,P1
1689,table_or_view,public.notifications,topup_pending_to_success_transition,Heuristic/targeted check on notifications: topup_pending_to_success_transition,topup_pending_to_success_transition should pass for notifications,P0
1690,table_or_view,public.notifications,invoice_pending_to_paid_transition,Heuristic/targeted check on notifications: invoice_pending_to_paid_transition,invoice_pending_to_paid_transition should pass for notifications,P0
1691,table_or_view,public.notifications,commission_post_payment_trigger,Heuristic/targeted check on notifications: commission_post_payment_trigger,commission_post_payment_trigger should pass for notifications,P1
1692,table_or_view,public.notifications,billing_dashboard_reflection,Heuristic/targeted check on notifications: billing_dashboard_reflection,billing_dashboard_reflection should pass for notifications,P1
1693,table_or_view,public.notifications,notifications_dashboard_reflection,Heuristic/targeted check on notifications: notifications_dashboard_reflection,notifications_dashboard_reflection should pass for notifications,P1
1694,table_or_view,public.notifications,data_persistence_after_refresh,Heuristic/targeted check on notifications: data_persistence_after_refresh,data_persistence_after_refresh should pass for notifications,P0
1695,table_or_view,public.notifications,schema_cache_mismatch_scan,Heuristic/targeted check on notifications: schema_cache_mismatch_scan,schema_cache_mismatch_scan should pass for notifications,P0
1696,table_or_view,public.notifications,compat_columns_fallback_scan,Heuristic/targeted check on notifications: compat_columns_fallback_scan,compat_columns_fallback_scan should pass for notifications,P1
1697,table_or_view,public.notifications,legacy_table_compat_view_check,Heuristic/targeted check on notifications: legacy_table_compat_view_check,legacy_table_compat_view_check should pass for notifications,P2
1698,table_or_view,public.notifications,check_constraint_enforcement,Heuristic/targeted check on notifications: check_constraint_enforcement,check_constraint_enforcement should pass for notifications,P1
1699,table_or_view,public.notifications,enum_value_drift_scan,Heuristic/targeted check on notifications: enum_value_drift_scan,enum_value_drift_scan should pass for notifications,P1
1700,table_or_view,public.notifications,project_assignment_integrity,Heuristic/targeted check on notifications: project_assignment_integrity,project_assignment_integrity should pass for notifications,P1
1701,table_or_view,public.notifications,milestone_release_integrity,Heuristic/targeted check on notifications: milestone_release_integrity,milestone_release_integrity should pass for notifications,P1
1702,table_or_view,public.notifications,financial_ledger_consistency,Heuristic/targeted check on notifications: financial_ledger_consistency,financial_ledger_consistency should pass for notifications,P0
1703,table_or_view,public.notifications,wallet_balance_reconciliation,Heuristic/targeted check on notifications: wallet_balance_reconciliation,wallet_balance_reconciliation should pass for notifications,P1
1704,table_or_view,public.notifications,openapi_endpoint_contract,Heuristic/targeted check on notifications: openapi_endpoint_contract,openapi_endpoint_contract should pass for notifications,P2
1705,table_or_view,public.notifications,edge_function_auth_mode,Heuristic/targeted check on notifications: edge_function_auth_mode,edge_function_auth_mode should pass for notifications,P1
1706,table_or_view,public.notifications,edge_function_cors_mode,Heuristic/targeted check on notifications: edge_function_cors_mode,edge_function_cors_mode should pass for notifications,P2
1707,table_or_view,public.notifications,edge_function_error_shape,Heuristic/targeted check on notifications: edge_function_error_shape,edge_function_error_shape should pass for notifications,P2
1708,table_or_view,public.notifications,email_provider_sendability,Heuristic/targeted check on notifications: email_provider_sendability,email_provider_sendability should pass for notifications,P1
1709,table_or_view,public.notifications,email_provider_domain_verification_required,Heuristic/targeted check on notifications: email_provider_domain_verification_required,email_provider_domain_verification_required should pass for notifications,P2
1710,table_or_view,public.notifications,paystack_init_payload_validity,Heuristic/targeted check on notifications: paystack_init_payload_validity,paystack_init_payload_validity should pass for notifications,P1
1711,table_or_view,public.notifications,paystack_webhook_payload_validity,Heuristic/targeted check on notifications: paystack_webhook_payload_validity,paystack_webhook_payload_validity should pass for notifications,P1
1712,table_or_view,public.notifications,resend_payload_validity,Heuristic/targeted check on notifications: resend_payload_validity,resend_payload_validity should pass for notifications,P2
1713,table_or_view,public.notifications,oauth_redirect_url_alignment,Heuristic/targeted check on notifications: oauth_redirect_url_alignment,oauth_redirect_url_alignment should pass for notifications,P1
1714,table_or_view,public.notifications,localhost_origin_alignment,Heuristic/targeted check on notifications: localhost_origin_alignment,localhost_origin_alignment should pass for notifications,P2
1715,table_or_view,public.notifications,vercel_env_placeholder_compliance,Heuristic/targeted check on notifications: vercel_env_placeholder_compliance,vercel_env_placeholder_compliance should pass for notifications,P2
1716,table_or_view,public.notifications,demo_data_absence_check,Heuristic/targeted check on notifications: demo_data_absence_check,demo_data_absence_check should pass for notifications,P2
1717,table_or_view,public.notifications,seed_script_safety_check,Heuristic/targeted check on notifications: seed_script_safety_check,seed_script_safety_check should pass for notifications,P2
1718,table_or_view,public.notifications,sql_injection_surface_scan,Heuristic/targeted check on notifications: sql_injection_surface_scan,sql_injection_surface_scan should pass for notifications,P0
1719,table_or_view,public.notifications,xss_surface_scan,Heuristic/targeted check on notifications: xss_surface_scan,xss_surface_scan should pass for notifications,P1
1720,table_or_view,public.notifications,csrf_relevance_assessment,Heuristic/targeted check on notifications: csrf_relevance_assessment,csrf_relevance_assessment should pass for notifications,P2
1721,table_or_view,public.notifications,rate_limit_presence,Heuristic/targeted check on notifications: rate_limit_presence,rate_limit_presence should pass for notifications,P2
1722,table_or_view,public.notifications,abuse_protection_presence,Heuristic/targeted check on notifications: abuse_protection_presence,abuse_protection_presence should pass for notifications,P2
1723,table_or_view,public.notifications,log_noise_vs_signal_check,Heuristic/targeted check on notifications: log_noise_vs_signal_check,log_noise_vs_signal_check should pass for notifications,P2
1724,table_or_view,public.notifications,p0_error_log_absence,Heuristic/targeted check on notifications: p0_error_log_absence,p0_error_log_absence should pass for notifications,P1
1725,table_or_view,public.notifications,table_growth_risk_signal,Heuristic/targeted check on notifications: table_growth_risk_signal,table_growth_risk_signal should pass for notifications,P2
1726,table_or_view,public.notifications,retention_policy_defined,Heuristic/targeted check on notifications: retention_policy_defined,retention_policy_defined should pass for notifications,P2
1727,table_or_view,public.notifications,anomaly_detection_signal,Heuristic/targeted check on notifications: anomaly_detection_signal,anomaly_detection_signal should pass for notifications,P2
1728,table_or_view,public.notifications,tenant_isolation_signal,Heuristic/targeted check on notifications: tenant_isolation_signal,tenant_isolation_signal should pass for notifications,P0
1729,table_or_view,public.notifications,cross_dashboard_data_join_validity,Heuristic/targeted check on notifications: cross_dashboard_data_join_validity,cross_dashboard_data_join_validity should pass for notifications,P1
1730,table_or_view,public.notifications,message_thread_integrity,Heuristic/targeted check on notifications: message_thread_integrity,message_thread_integrity should pass for notifications,P1
1731,table_or_view,public.notifications,proposal_lifecycle_integrity,Heuristic/targeted check on notifications: proposal_lifecycle_integrity,proposal_lifecycle_integrity should pass for notifications,P1
1732,table_or_view,public.notifications,project_status_transition_graph,Heuristic/targeted check on notifications: project_status_transition_graph,project_status_transition_graph should pass for notifications,P1
1733,table_or_view,public.notifications,invoice_status_transition_graph,Heuristic/targeted check on notifications: invoice_status_transition_graph,invoice_status_transition_graph should pass for notifications,P1
1734,table_or_view,public.notifications,notification_read_unread_transition,Heuristic/targeted check on notifications: notification_read_unread_transition,notification_read_unread_transition should pass for notifications,P2
1735,table_or_view,public.notifications,avatar_url_validity_sanity,Heuristic/targeted check on notifications: avatar_url_validity_sanity,avatar_url_validity_sanity should pass for notifications,P2
1736,table_or_view,public.notifications,storage_signed_url_policy,Heuristic/targeted check on notifications: storage_signed_url_policy,storage_signed_url_policy should pass for notifications,P2
1737,table_or_view,public.payment_methods,table_exists,SELECT to_regclass('public.payment_methods') IS NOT NULL AS exists;,payment_methods should exist in public schema,P0
1738,table_or_view,public.payment_methods,column_contract,CHECK OPENAPI definition for payment_methods has expected required columns and types.,column_contract should pass for payment_methods,P0
1739,table_or_view,public.payment_methods,primary_key_presence,Heuristic/targeted check on payment_methods: primary_key_presence,primary_key_presence should pass for payment_methods,P0
1740,table_or_view,public.payment_methods,foreign_key_integrity,Run orphan check queries for each FK on payment_methods.,foreign_key_integrity should pass for payment_methods,P0
1741,table_or_view,public.payment_methods,orphan_row_check,SELECT * FROM public.payment_methods LIMIT 1; then run LEFT JOIN orphan probes.,orphan_row_check should pass for payment_methods,P1
1742,table_or_view,public.payment_methods,index_presence_fk,Verify indexes for FK columns on payment_methods from migration metadata.,index_presence_fk should pass for payment_methods,P1
1743,table_or_view,public.payment_methods,index_usage_baseline,Heuristic/targeted check on payment_methods: index_usage_baseline,index_usage_baseline should pass for payment_methods,P2
1744,table_or_view,public.payment_methods,unique_constraint_check,Heuristic/targeted check on payment_methods: unique_constraint_check,unique_constraint_check should pass for payment_methods,P1
1745,table_or_view,public.payment_methods,not_null_required_fields,Heuristic/targeted check on payment_methods: not_null_required_fields,not_null_required_fields should pass for payment_methods,P1
1746,table_or_view,public.payment_methods,default_values_sanity,Heuristic/targeted check on payment_methods: default_values_sanity,default_values_sanity should pass for payment_methods,P2
1747,table_or_view,public.payment_methods,rls_enabled,Verify payment_methods has RLS enabled in policy inventory/migrations.,payment_methods should have RLS explicitly configured as intended,P0
1748,table_or_view,public.payment_methods,rls_select_owner_scope,Heuristic/targeted check on payment_methods: rls_select_owner_scope,rls_select_owner_scope should pass for payment_methods,P0
1749,table_or_view,public.payment_methods,rls_insert_owner_scope,Heuristic/targeted check on payment_methods: rls_insert_owner_scope,rls_insert_owner_scope should pass for payment_methods,P0
1750,table_or_view,public.payment_methods,rls_update_owner_scope,Heuristic/targeted check on payment_methods: rls_update_owner_scope,rls_update_owner_scope should pass for payment_methods,P0
1751,table_or_view,public.payment_methods,rls_delete_owner_scope,Heuristic/targeted check on payment_methods: rls_delete_owner_scope,rls_delete_owner_scope should pass for payment_methods,P1
1752,table_or_view,public.payment_methods,rls_admin_bypass_expected,Heuristic/targeted check on payment_methods: rls_admin_bypass_expected,rls_admin_bypass_expected should pass for payment_methods,P1
1753,table_or_view,public.payment_methods,rls_recursion_risk_scan,Heuristic/targeted check on payment_methods: rls_recursion_risk_scan,rls_recursion_risk_scan should pass for payment_methods,P0
1754,table_or_view,public.payment_methods,api_select_endpoint_ok,GET /rest/v1/payment_methods?select=*&limit=1 with role JWT.,api_select_endpoint_ok should pass for payment_methods,P1
1755,table_or_view,public.payment_methods,api_insert_endpoint_ok,POST /rest/v1/payment_methods (sandbox payload) and expect policy-appropriate result.,api_insert_endpoint_ok should pass for payment_methods,P1
1756,table_or_view,public.payment_methods,api_update_endpoint_ok,Heuristic/targeted check on payment_methods: api_update_endpoint_ok,api_update_endpoint_ok should pass for payment_methods,P1
1757,table_or_view,public.payment_methods,api_delete_endpoint_guarded,Heuristic/targeted check on payment_methods: api_delete_endpoint_guarded,api_delete_endpoint_guarded should pass for payment_methods,P1
1758,table_or_view,public.payment_methods,api_payload_shape_validation,Heuristic/targeted check on payment_methods: api_payload_shape_validation,api_payload_shape_validation should pass for payment_methods,P1
1759,table_or_view,public.payment_methods,ui_widget_source_mapping,Heuristic/targeted check on payment_methods: ui_widget_source_mapping,ui_widget_source_mapping should pass for payment_methods,P1
1760,table_or_view,public.payment_methods,ui_widget_empty_state_sanity,Heuristic/targeted check on payment_methods: ui_widget_empty_state_sanity,ui_widget_empty_state_sanity should pass for payment_methods,P2
1761,table_or_view,public.payment_methods,dashboard_role_visibility,Heuristic/targeted check on payment_methods: dashboard_role_visibility,dashboard_role_visibility should pass for payment_methods,P0
1762,table_or_view,public.payment_methods,dashboard_cross_role_data_leak,Heuristic/targeted check on payment_methods: dashboard_cross_role_data_leak,dashboard_cross_role_data_leak should pass for payment_methods,P0
1763,table_or_view,public.payment_methods,pagination_support,Heuristic/targeted check on payment_methods: pagination_support,pagination_support should pass for payment_methods,P2
1764,table_or_view,public.payment_methods,sorting_support,Heuristic/targeted check on payment_methods: sorting_support,sorting_support should pass for payment_methods,P2
1765,table_or_view,public.payment_methods,filtering_support,Heuristic/targeted check on payment_methods: filtering_support,filtering_support should pass for payment_methods,P2
1766,table_or_view,public.payment_methods,count_query_support,Heuristic/targeted check on payment_methods: count_query_support,count_query_support should pass for payment_methods,P2
1767,table_or_view,public.payment_methods,data_freshness_timestamp,Heuristic/targeted check on payment_methods: data_freshness_timestamp,data_freshness_timestamp should pass for payment_methods,P2
1768,table_or_view,public.payment_methods,created_at_presence,Heuristic/targeted check on payment_methods: created_at_presence,created_at_presence should pass for payment_methods,P1
1769,table_or_view,public.payment_methods,updated_at_presence,Heuristic/targeted check on payment_methods: updated_at_presence,updated_at_presence should pass for payment_methods,P1
1770,table_or_view,public.payment_methods,timezone_consistency,Heuristic/targeted check on payment_methods: timezone_consistency,timezone_consistency should pass for payment_methods,P2
1771,table_or_view,public.payment_methods,currency_precision_numeric,Heuristic/targeted check on payment_methods: currency_precision_numeric,currency_precision_numeric should pass for payment_methods,P1
1772,table_or_view,public.payment_methods,negative_amount_guard,Heuristic/targeted check on payment_methods: negative_amount_guard,negative_amount_guard should pass for payment_methods,P1
1773,table_or_view,public.payment_methods,status_enum_validity,Heuristic/targeted check on payment_methods: status_enum_validity,status_enum_validity should pass for payment_methods,P1
1774,table_or_view,public.payment_methods,null_rate_critical_fields,Heuristic/targeted check on payment_methods: null_rate_critical_fields,null_rate_critical_fields should pass for payment_methods,P2
1775,table_or_view,public.payment_methods,duplicate_business_key_scan,Heuristic/targeted check on payment_methods: duplicate_business_key_scan,duplicate_business_key_scan should pass for payment_methods,P1
1776,table_or_view,public.payment_methods,sensitive_data_exposure_scan,Heuristic/targeted check on payment_methods: sensitive_data_exposure_scan,sensitive_data_exposure_scan should pass for payment_methods,P0
1777,table_or_view,public.payment_methods,audit_log_coverage,Heuristic/targeted check on payment_methods: audit_log_coverage,audit_log_coverage should pass for payment_methods,P1
1778,table_or_view,public.payment_methods,trigger_presence_expected,Heuristic/targeted check on payment_methods: trigger_presence_expected,trigger_presence_expected should pass for payment_methods,P1
1779,table_or_view,public.payment_methods,trigger_side_effect_sanity,Heuristic/targeted check on payment_methods: trigger_side_effect_sanity,trigger_side_effect_sanity should pass for payment_methods,P1
1780,table_or_view,public.payment_methods,function_dependency_validity,Heuristic/targeted check on payment_methods: function_dependency_validity,function_dependency_validity should pass for payment_methods,P1
1781,table_or_view,public.payment_methods,migration_history_alignment,Heuristic/targeted check on payment_methods: migration_history_alignment,migration_history_alignment should pass for payment_methods,P1
1782,table_or_view,public.payment_methods,backup_readiness_signal,Heuristic/targeted check on payment_methods: backup_readiness_signal,backup_readiness_signal should pass for payment_methods,P2
1783,table_or_view,public.payment_methods,restore_simulation_plan,Heuristic/targeted check on payment_methods: restore_simulation_plan,restore_simulation_plan should pass for payment_methods,P2
1784,table_or_view,public.payment_methods,webhook_idempotency_key,Verify unique provider reference index for payment_methods where applicable.,webhook_idempotency_key should pass for payment_methods,P0
1785,table_or_view,public.payment_methods,webhook_signature_verification,Heuristic/targeted check on payment_methods: webhook_signature_verification,webhook_signature_verification should pass for payment_methods,P0
1786,table_or_view,public.payment_methods,webhook_replay_no_duplicate_effect,Heuristic/targeted check on payment_methods: webhook_replay_no_duplicate_effect,webhook_replay_no_duplicate_effect should pass for payment_methods,P0
1787,table_or_view,public.payment_methods,provider_reference_uniqueness,Heuristic/targeted check on payment_methods: provider_reference_uniqueness,provider_reference_uniqueness should pass for payment_methods,P0
1788,table_or_view,public.payment_methods,payment_state_machine_validity,Heuristic/targeted check on payment_methods: payment_state_machine_validity,payment_state_machine_validity should pass for payment_methods,P0
1789,table_or_view,public.payment_methods,commission_calculation_consistency,Heuristic/targeted check on payment_methods: commission_calculation_consistency,commission_calculation_consistency should pass for payment_methods,P1
1790,table_or_view,public.payment_methods,payout_state_machine_validity,Heuristic/targeted check on payment_methods: payout_state_machine_validity,payout_state_machine_validity should pass for payment_methods,P1
1791,table_or_view,public.payment_methods,invoice_delivery_pipeline,Heuristic/targeted check on payment_methods: invoice_delivery_pipeline,invoice_delivery_pipeline should pass for payment_methods,P1
1792,table_or_view,public.payment_methods,notification_insert_compatibility,Heuristic/targeted check on payment_methods: notification_insert_compatibility,notification_insert_compatibility should pass for payment_methods,P1
1793,table_or_view,public.payment_methods,realtime_channel_mapping,Heuristic/targeted check on payment_methods: realtime_channel_mapping,realtime_channel_mapping should pass for payment_methods,P2
1794,table_or_view,public.payment_methods,storage_acl_scope,Heuristic/targeted check on payment_methods: storage_acl_scope,storage_acl_scope should pass for payment_methods,P1
1795,table_or_view,public.payment_methods,avatar_upload_constraints,Heuristic/targeted check on payment_methods: avatar_upload_constraints,avatar_upload_constraints should pass for payment_methods,P2
1796,table_or_view,public.payment_methods,google_avatar_sync,Heuristic/targeted check on payment_methods: google_avatar_sync,google_avatar_sync should pass for payment_methods,P2
1797,table_or_view,public.payment_methods,oauth_role_routing,Heuristic/targeted check on payment_methods: oauth_role_routing,oauth_role_routing should pass for payment_methods,P0
1798,table_or_view,public.payment_methods,password_login_role_routing,Heuristic/targeted check on payment_methods: password_login_role_routing,password_login_role_routing should pass for payment_methods,P0
1799,table_or_view,public.payment_methods,session_expiry_recovery,Heuristic/targeted check on payment_methods: session_expiry_recovery,session_expiry_recovery should pass for payment_methods,P1
1800,table_or_view,public.payment_methods,failed_fetch_error_surface,Heuristic/targeted check on payment_methods: failed_fetch_error_surface,failed_fetch_error_surface should pass for payment_methods,P1
1801,table_or_view,public.payment_methods,mobile_layout_data_endpoint_stability,Heuristic/targeted check on payment_methods: mobile_layout_data_endpoint_stability,mobile_layout_data_endpoint_stability should pass for payment_methods,P2
1802,table_or_view,public.payment_methods,csv_export_source_integrity,Heuristic/targeted check on payment_methods: csv_export_source_integrity,csv_export_source_integrity should pass for payment_methods,P2
1803,table_or_view,public.payment_methods,search_query_performance_baseline,Heuristic/targeted check on payment_methods: search_query_performance_baseline,search_query_performance_baseline should pass for payment_methods,P2
1804,table_or_view,public.payment_methods,n_plus_one_query_risk,Heuristic/targeted check on payment_methods: n_plus_one_query_risk,n_plus_one_query_risk should pass for payment_methods,P2
1805,table_or_view,public.payment_methods,deadlock_risk_heuristic,Heuristic/targeted check on payment_methods: deadlock_risk_heuristic,deadlock_risk_heuristic should pass for payment_methods,P2
